Species,MaternalLine,SeedlingID,InoculationDate,ScoringDate,Flecking,Chlorosis,Necrosis,ActiveSpores,Coverage,ImmuneResponse
Melaleuca quinquenervia,NSW1080787,2277,3/02/2026,24/02/2026,Y,Y,Y,UR,28,R
Melaleuca quinquenervia,NSW1080787,2278,3/02/2026,24/02/2026,Y,Y,Y,N,3,R
Melaleuca quinquenervia,NSW1080787,2279,3/02/2026,24/02/2026,N,N,Y,UR,11,R
Melaleuca quinquenervia,NSW1075708,2283,3/02/2026,24/02/2026,Y,Y,N,N,89,HR
Melaleuca quinquenervia,NSW1075708,2285,3/02/2026,24/02/2026,Y,N,N,UR,14,HR
Melaleuca quinquenervia,NSW1075708,2288,3/02/2026,24/02/2026,N,Y,Y,UR,88,HR
Melaleuca quinquenervia,NSW1075708,2290,3/02/2026,24/02/2026,Y,N,Y,UR,29,MS
Melaleuca quinquenervia,NSW1075704,2295,3/02/2026,24/02/2026,N,N,N,Mix,9,R
Melaleuca quinquenervia,NSW1075704,2296,3/02/2026,24/02/2026,N,Y,N,Mix,99,MS
Melaleuca quinquenervia,NSW1075704,2299,3/02/2026,24/02/2026,N,Y,Y,UR,32,MS
Melaleuca quinquenervia,NSW1075704,2300,3/02/2026,24/02/2026,Y,N,Y,Mix,40,R
Melaleuca quinquenervia,NSW1075704,2301,3/02/2026,24/02/2026,Y,Y,N,N,59,MS
Melaleuca quinquenervia,NSW1075704,2302,3/02/2026,24/02/2026,Y,Y,N,Mix,67,HR
Melaleuca quinquenervia,NSW1075720,2305,3/02/2026,24/02/2026,N,N,Y,UR,33,MS
Melaleuca quinquenervia,NSW1075720,2306,3/02/2026,24/02/2026,Y,N,N,UR,6,R
Melaleuca quinquenervia,NSW1075720,2307,3/02/2026,24/02/2026,N,Y,N,Mix,89,MS
Melaleuca quinquenervia,NSW1075720,2308,3/02/2026,24/02/2026,N,Y,N,UR,21,S
Melaleuca quinquenervia,NSW1075720,2310,3/02/2026,24/02/2026,Y,N,Y,N,26,R
Melaleuca quinquenervia,NSW1075720,2311,3/02/2026,24/02/2026,Y,N,Y,Mix,32,R
Melaleuca quinquenervia,NSW1075720,2312,3/02/2026,24/02/2026,Y,N,N,R,16,R
Melaleuca quinquenervia,NSW1075720,2314,3/02/2026,24/02/2026,Y,N,Y,UR,11,HR
Melaleuca quinquenervia,NSW1075720,2315,3/02/2026,24/02/2026,Y,N,Y,Mix,59,HR
Melaleuca quinquenervia,NSW1075720,2316,3/02/2026,24/02/2026,Y,Y,N,Mix,60,HR
Melaleuca quinquenervia,NSW1075709,2317,3/02/2026,24/02/2026,Y,Y,Y,N,94,MS
Melaleuca quinquenervia,NSW1075709,2318,3/02/2026,24/02/2026,Y,Y,Y,UR,72,R
Melaleuca quinquenervia,NSW1075709,2319,3/02/2026,24/02/2026,N,N,Y,UR,80,MS
Melaleuca quinquenervia,NSW1075709,2320,3/02/2026,24/02/2026,N,N,Y,UR,55,HR
Melaleuca quinquenervia,NSW1075709,2321,3/02/2026,24/02/2026,Y,N,N,N,44,MS
Melaleuca quinquenervia,NSW1075709,2322,3/02/2026,24/02/2026,N,N,Y,R,95,R
Melaleuca quinquenervia,NSW1075709,2323,3/02/2026,24/02/2026,N,Y,Y,R,11,MS
Melaleuca quinquenervia,NSW1075709,2324,3/02/2026,24/02/2026,Y,Y,Y,UR,9,S
Melaleuca quinquenervia,NSW1075709,2325,3/02/2026,24/02/2026,Y,Y,N,R,13,R
Melaleuca quinquenervia,NSW1075709,2326,3/02/2026,24/02/2026,N,N,N,N,48,R
Melaleuca quinquenervia,NSW1075709,2327,3/02/2026,24/02/2026,N,Y,Y,N,89,R
Melaleuca quinquenervia,NSW1075710,2331,3/02/2026,24/02/2026,N,Y,N,UR,69,HR
Melaleuca quinquenervia,NSW1075710,2332,3/02/2026,24/02/2026,N,N,N,N,61,HR
Melaleuca quinquenervia,NSW1075710,2334,3/02/2026,24/02/2026,N,N,Y,R,43,HR
Melaleuca quinquenervia,NSW1075710,2335,3/02/2026,24/02/2026,N,N,N,Mix,57,MS
Melaleuca quinquenervia,NSW1075710,2337,3/02/2026,24/02/2026,Y,Y,Y,N,46,R
Melaleuca quinquenervia,NSW1075710,2339,3/02/2026,24/02/2026,N,N,N,UR,0,MS
Melaleuca quinquenervia,NSW1075710,2340,3/02/2026,24/02/2026,N,N,Y,Mix,18,R
Melaleuca quinquenervia,NSW1075713,2341,3/02/2026,24/02/2026,Y,Y,Y,N,72,R
Melaleuca quinquenervia,NSW1075713,2344,3/02/2026,24/02/2026,N,Y,Y,Mix,25,HR
Melaleuca quinquenervia,NSW1075713,2345,3/02/2026,24/02/2026,Y,Y,N,Mix,20,HR
Melaleuca quinquenervia,NSW1075713,2346,3/02/2026,24/02/2026,Y,Y,Y,UR,93,HR
Melaleuca quinquenervia,NSW1075713,2347,3/02/2026,24/02/2026,Y,N,Y,N,93,MS
Melaleuca quinquenervia,NSW1075713,2348,3/02/2026,24/02/2026,N,N,N,Mix,37,R
Melaleuca quinquenervia,NSW1075713,2351,3/02/2026,24/02/2026,N,Y,Y,R,6,MS
Melaleuca quinquenervia,NSW1075713,2352,3/02/2026,24/02/2026,N,Y,Y,Mix,21,MS
Melaleuca quinquenervia,NSW1075711,2355,3/02/2026,24/02/2026,Y,Y,N,Mix,5,R
Melaleuca quinquenervia,NSW1075711,2357,3/02/2026,24/02/2026,Y,Y,N,Mix,76,MS
Melaleuca quinquenervia,NSW1075711,2358,3/02/2026,24/02/2026,Y,Y,Y,Mix,28,HR
Melaleuca quinquenervia,NSW1075711,2360,3/02/2026,24/02/2026,N,Y,Y,R,79,MS
Melaleuca quinquenervia,NSW1075711,2362,3/02/2026,24/02/2026,Y,N,Y,Mix,75,R
Melaleuca quinquenervia,NSW1075711,2363,3/02/2026,24/02/2026,N,N,N,R,0,MS
Melaleuca quinquenervia,NSW1075711,2364,3/02/2026,24/02/2026,N,N,N,UR,68,S
Melaleuca quinquenervia,NSW1075722,2370,3/02/2026,24/02/2026,Y,N,N,R,96,R
Melaleuca quinquenervia,NSW1075722,2371,3/02/2026,24/02/2026,N,Y,N,R,76,R
Melaleuca quinquenervia,NSW1075722,2375,3/02/2026,24/02/2026,N,N,Y,R,33,R
Melaleuca quinquenervia,NSW1075705,2378,3/02/2026,24/02/2026,N,Y,N,Mix,50,HR
Melaleuca quinquenervia,NSW1075705,2379,3/02/2026,24/02/2026,N,Y,Y,UR,65,HR
Melaleuca quinquenervia,NSW1075705,2381,3/02/2026,24/02/2026,N,N,N,Mix,28,HR
Melaleuca quinquenervia,NSW1075705,2383,3/02/2026,24/02/2026,Y,Y,N,Mix,94,MS
Melaleuca quinquenervia,NSW1075705,2385,3/02/2026,24/02/2026,Y,Y,Y,R,29,R
Melaleuca quinquenervia,NSW1075705,2386,3/02/2026,24/02/2026,N,N,Y,N,62,MS
Melaleuca quinquenervia,NSW1075705,2387,3/02/2026,24/02/2026,Y,Y,N,R,3,HR
Melaleuca quinquenervia,NSW1075705,2388,3/02/2026,24/02/2026,Y,Y,N,R,19,MS
Melaleuca quinquenervia,NSW1075718,2391,3/02/2026,24/02/2026,N,Y,N,R,69,R
Melaleuca quinquenervia,NSW1075718,2393,3/02/2026,24/02/2026,N,N,Y,R,92,MS
Melaleuca quinquenervia,NSW1075718,2395,3/02/2026,24/02/2026,N,N,Y,N,43,S
Melaleuca quinquenervia,NSW1075718,2397,3/02/2026,24/02/2026,N,Y,Y,N,56,R
